P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
Hot,Superterran,rocky-iron,metals-rich,non-habitable,12.97,2.12,1.37,2.9,2.48,134.228,134.228,134.228,867.2,867.2,867.2,913.5,913.5,913.5,17.7,-24.15,4.02,4.92,0.054,0,0.05,0,0.77,0.81,5078,0.391409,-0.093,,,,19.3678,43.0838,-32.1,8.0002,2,0,0.488,1.177,-2.26,-0.13,-0.1,0.31,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,11.37,2.05,1.32,2.71,2.36,84.64725,84.64725,84.64726,772.8,772.8,772.8,818.4,818.4,818.4,15,-23.58,3.9,7.06,0.068,0,0.07,0,0.77,0.81,5078,0.391409,-0.093,,,,19.3678,43.0838,-31.6,6.3512,2,0,0.488,1.177,-2.22,-0.13,-0.09,0.31,0.27,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.86,1.25,0.94,1.18,1.22,198.7155,198.7155,198.7155,956.5,956.5,956.5,993,993,993,1.8,-23.44,2.38,6.92,0.069,0,0.07,0,0.92,0.96,5816,0.946084,-0.301,,,,19.8186,43.724,-32.5,7.4197,2,0,0.728,1.714,-2.34,-0.16,-0.97,0.28,0.3,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.03,1.05,0.88,0.93,0.99,138.9265,138.9265,138.9265,874.7,874.7,874.7,908.3,908.3,908.3,0.9,-22.67,2,7.81,0.078,0,0.08,0,0.96,0.92,5776,0.845229,-0.016,,,,19.6669,46.9873,-32.1,6.2888,2,0,0.69,1.626,-2.31,-0.17,-1.08,0.28,0.3,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,17.18,2.26,1.48,3.36,2.76,36.58365,36.58365,36.58366,626.6,626.6,626.6,674.4,674.4,674.4,25.5,-22.88,4.3,21.35,0.152,0,0.15,0,0.96,0.92,5776,0.845229,-0.016,,,,19.6669,46.9873,-30.7,3.226,2,0,0.69,1.626,-2.15,-0.12,0.4,0.31,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.81,1.41,1,1.41,1.41,423.9364,423.9365,423.9365,1156,1156,1156,1194.4,1194.4,1194.4,2.8,-24.52,2.68,5.04,0.058,0,0.06,0,1.11,1.15,5888,1.426122,-0.125,,,,19.1854,47.6299,-33.3,10.5815,3,0,0.89,2.092,-2.39,-0.16,-0.93,0.28,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,24.64,2.45,1.67,4.09,3.17,40.78246,40.78247,40.78247,643.8,643.8,643.8,693.7,693.7,693.7,41.1,-23.18,4.66,28.99,0.187,0,0.19,0,1.11,1.15,5888,1.426122,-0.125,,,,19.1854,47.6299,-30.8,3.2777,3,0,0.89,2.092,-2.17,-0.11,0.69,0.3,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,19.11,2.32,1.53,3.55,2.87,75.66422,75.66423,75.66424,751.4,751.4,751.4,799.8,799.8,799.8,29.3,-23.73,4.41,8.18,0.072,0,0.07,0,0.74,0.77,5211,0.392243,-0.28,,,,18.7127,47.8097,-31.4,5.7016,2,0,0.485,1.164,-2.22,-0.12,0.3,0.31,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,16.11,2.23,1.45,3.24,2.69,32.4168,32.41681,32.41681,607.9,607.9,607.9,655.4,655.4,655.4,23.4,-22.72,4.24,15.31,0.11,0,0.11,0,0.76,0.77,5211,0.392243,-0.28,,,,18.7127,47.8097,-30.5,3.7311,2,0,0.485,1.164,-2.11,-0.12,0.38,0.32,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,17.55,2.27,1.49,3.39,2.78,81.36549,81.36551,81.36552,765.2,765.2,765.2,813.1,813.1,813.1,26.2,-23.76,4.32,7.65,0.072,0,0.07,0,0.85,0.74,5413,0.421799,-0.286,,,,19.544,48.8812,-31.5,5.4793,2,0,0.498,1.186,-2.24,-0.12,0.21,0.31,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,21.25,2.37,1.59,3.77,2.99,11.09267,11.09267,11.09267,464.9,464.9,464.9,514,514,514,33.7,-21.69,4.51,34.26,0.195,0,0.2,0,0.84,0.74,5413,0.421799,-0.286,,,,19.544,48.8812,-29.4,2.0225,2,0,0.498,1.186,-1.88,-0.12,0.95,0.32,0.34,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.05,1.44,1.01,1.46,1.45,100.9532,100.9532,100.9532,807.6,807.6,807.6,846.4,846.4,846.4,3.1,-23.01,2.75,4.39,0.048,0,0.05,0,0.76,0.7,4796,0.232596,0.052,,,,19.5106,38.3454,-31.8,7.7777,2,0,0.381,0.93,-2.22,-0.16,-0.74,0.3,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.51,1.37,0.98,1.34,1.35,50.30194,50.30195,50.30195,678.5,678.5,678.5,716.3,716.3,716.3,2.5,-22.13,2.6,7.41,0.068,0,0.07,0,0.76,0.7,4796,0.232596,0.052,,,,19.5106,38.3454,-31,5.488,2,0,0.381,0.93,-2.14,-0.16,-0.72,0.31,0.31,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.14,1.46,1.02,1.48,1.47,548.9737,548.9738,548.9738,1233.2,1233.2,1233.2,1272.2,1272.2,1272.2,3.2,-24.88,2.77,4.43,0.056,0,0.06,0,1.2,1.11,6282,1.721582,-0.012,,,,19.6473,39.8251,-33.6,10.5782,2,0,0.955,2.225,-2.42,-0.16,-0.92,0.28,0.28,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.31,1.13,0.91,1.02,1.08,201.9456,201.9456,201.9456,960.4,960.4,960.4,995.1,995.1,995.1,1.2,-23.23,2.15,3.25,0.04,0,0.04,0,0.86,0.76,4997,0.323113,0.238,,,,19.0667,40.9193,-32.5,10.1386,5,0,0.445,1.077,-2.28,-0.17,-1.06,0.28,0.3,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.65,1.21,0.93,1.12,1.17,84.05643,84.05643,84.05646,771.4,771.4,771.4,807.2,807.2,807.2,1.5,-22.42,2.3,6.2,0.062,0,0.06,0,0.86,0.76,4997,0.323113,0.238,,,,19.0667,40.9193,-31.6,6.5361,5,0,0.445,1.077,-2.21,-0.17,-0.92,0.29,0.31,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.86,1.25,0.94,1.18,1.22,57.4423,57.4423,57.44231,701.4,701.4,701.4,737.8,737.8,737.8,1.8,-22.09,2.38,8.35,0.075,0,0.07,0,0.86,0.76,4997,0.323113,0.238,,,,19.0667,40.9193,-31.1,5.4022,5,0,0.445,1.077,-2.17,-0.16,-0.84,0.3,0.31,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,15.1,2.2,1.43,3.13,2.62,29.30729,29.3073,29.3073,592.8,592.8,592.8,639.9,639.9,639.9,21.6,-22.57,4.17,13.77,0.105,0,0.1,0,0.86,0.76,4997,0.323113,0.238,,,,19.0667,40.9193,-30.4,3.858,5,0,0.445,1.077,-2.08,-0.13,0.35,0.32,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,19.94,2.34,1.55,3.64,2.92,256.5905,256.5905,256.5906,1019.7,1019.7,1019.7,1068.4,1068.4,1068.4,31,-25.08,4.45,4.17,0.05,0,0.05,0,0.96,0.84,5642,0.641476,-0.151,,,,19.7848,41.7555,-32.8,8.9621,3,0,0.606,1.433,-2.34,-0.12,0.04,0.3,0.24,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.29,1.89,1.22,2.31,2.09,12.89944,12.89944,12.89944,482.8,482.8,482.8,526.7,526.7,526.7,10.1,-21.36,3.6,39.6,0.223,0,0.22,0,0.94,0.84,5642,0.641476,-0.151,,,,19.7848,41.7555,-29.5,2.0075,3,0,0.606,1.433,-1.93,-0.14,0.11,0.34,0.36,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,20.36,2.35,1.57,3.68,2.94,609.9031,609.9031,609.9033,1266.1,1266.1,1266.1,1314.9,1314.9,1314.9,31.9,-26.04,4.47,2.94,0.04,0,0.04,0,0.86,1.08,5526,0.975845,0.012,,,,18.8912,41.8219,-33.7,14.4268,4,0,0.752,1.786,-2.38,-0.12,-0.13,0.3,0.24,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,16.81,2.25,1.47,3.32,2.73,70.08366,70.08367,70.08368,737.1,737.1,737.1,784.9,784.9,784.9,24.8,-23.58,4.28,14.63,0.118,0,0.12,0,0.86,1.08,5526,0.975845,0.012,,,,18.8912,41.8219,-31.4,4.879,4,0,0.752,1.786,-2.23,-0.12,0.22,0.31,0.26,0,0
Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,2.04,1.29,0.96,1.23,1.26,464.956,464.9561,464.9561,1183,1183,1183,1219.9,1219.9,1219.9,1.9,-24.43,2.45,4.26,0.048,0,0.05,0,0.78,0.95,6031,1.071259,-0.786,,,,19.6431,41.8841,-33.4,10.5622,2,0,0.765,1.791,-2.4,-0.16,-1.02,0.28,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,23.62,2.43,1.65,4,3.12,195.6279,195.6279,195.628,952.8,952.8,952.8,1002.5,1002.5,1002.5,38.9,-24.87,4.62,8.01,0.074,0,0.07,0,0.78,0.95,6031,1.071259,-0.786,,,,19.6431,41.8841,-32.5,6.8456,2,0,0.765,1.791,-2.35,-0.11,0.22,0.3,0.24,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.51,1.96,1.26,2.47,2.2,19.55926,19.55926,19.55927,535.8,535.8,535.8,580.4,580.4,580.4,12,-21.89,3.73,13.98,0.1,0,0.1,0,0.68,0.62,4880,0.195593,-0.556,,,360,19.1626,43.8321,-30,3.3045,3,1,0.348,0.846,-2,-0.14,0.11,0.33,0.32,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.4,1.49,1.03,1.53,1.51,4.270954,4.270955,4.270956,366.2,366.2,366.2,405.6,405.6,405.6,3.5,-19.63,2.83,44,0.214,0,0.21,0,0.68,0.62,4880,0.195593,-0.556,,,360,19.1626,43.8321,-28.3,1.544,3,1,0.348,0.846,-1.54,-0.15,-0.2,0.39,0.54,0,0
Warm,Superterran,rocky-iron,hydrogen-rich,psychroplanet,14.78,2.18,1.42,3.1,2.6,0.4267516,0.4267516,0.4267517,205.9,205.9,205.9,252.9,252.9,252.9,21,-17.95,4.15,247.35,0.677,0,0.68,0,0.68,0.62,4880,0.195593,-0.556,,,360,19.1626,43.8321,-25.8,0.488,3,1,0.348,0.846,0.32,-0.13,1.77,0.36,0.61,0,1
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.97,1.43,1.01,1.44,1.44,158.3014,158.3014,158.3015,903.7,903.7,903.7,942.4,942.4,942.4,3,-23.48,2.72,5.43,0.058,0,0.06,0,0.88,0.89,5232,0.532526,0.072,,,,19.6445,43.8533,-32.3,8.1845,3,0,0.565,1.354,-2.29,-0.16,-0.8,0.29,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.77,1.64,1.09,1.78,1.71,315.9882,315.9883,315.9883,1074.1,1074.1,1074.1,1115.2,1115.2,1115.2,5.2,-24.53,3.11,2.74,0.036,0,0.04,0,0.83,0.76,5302,0.409521,-0.01,,,,19.9109,47.762,-33,11.2686,2,0,0.494,1.18,-2.33,-0.15,-0.72,0.29,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,10.17,1.99,1.28,2.56,2.26,99.98065,99.98065,99.98067,805.6,805.6,805.6,850.6,850.6,850.6,13.1,-23.7,3.79,6.4,0.064,0,0.06,0,0.85,0.76,5302,0.409521,-0.01,,,,19.9109,47.762,-31.8,6.3316,2,0,0.494,1.18,-2.25,-0.13,-0.19,0.31,0.27,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.49,1.5,1.03,1.55,1.53,91.53142,91.53143,91.53144,788,788,788,827.5,827.5,827.5,3.6,-22.99,2.85,13.82,0.109,0,0.11,0,0.84,1.06,5731,1.087485,-0.194,,,,19.7048,49.7746,-31.7,5.1843,2,0,0.785,1.851,-2.27,-0.15,-0.68,0.3,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.92,1.27,0.95,1.2,1.23,255.14,255.1401,255.1402,1018.2,1018.2,1018.2,1054.8,1054.8,1054.8,1.8,-23.73,2.41,3.14,0.04,0,0.04,0,0.87,0.75,5333,0.408224,-0.162,,,,19.7434,50.0958,-32.8,10.0049,2,0,0.492,1.175,-2.32,-0.16,-0.98,0.28,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,10.17,1.99,1.28,2.56,2.26,170.0225,170.0225,170.0226,920,920,920,965,965,965,13.1,-24.28,3.79,4.3,0.049,0,0.05,0,0.85,0.75,5333,0.408224,-0.162,,,,19.7434,50.0958,-32.3,8.1638,2,0,0.492,1.175,-2.3,-0.13,-0.29,0.3,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,11.62,2.06,1.33,2.74,2.37,242.6295,242.6295,242.6295,1005.5,1005.5,1005.5,1051.2,1051.2,1051.2,15.4,-24.74,3.92,5.69,0.064,0,0.06,0,1.08,0.96,5888,0.99381,0.026,,,,19.5687,39.3159,-32.7,8.0002,2,0,0.743,1.746,-2.35,-0.13,-0.28,0.3,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,17.55,2.27,1.49,3.39,2.78,93.67615,93.67616,93.67618,792.6,792.6,792.6,840.6,840.6,840.6,26.2,-23.92,4.32,11.64,0.103,0,0.1,0,1.08,0.96,5888,0.99381,0.026,,,,19.5687,39.3159,-31.7,4.9685,2,0,0.743,1.746,-2.28,-0.12,0.18,0.3,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,20.8,2.36,1.58,3.72,2.97,90.04647,90.04649,90.0465,784.8,784.8,784.8,833.7,833.7,833.7,32.8,-23.96,4.49,10.69,0.092,0,0.09,0,0.91,0.87,5788,0.762153,-0.338,,,,19.4635,43.0747,-31.6,5.0412,3,0,0.655,1.542,-2.27,-0.12,0.32,0.3,0.25,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.72,1.97,1.27,2.5,2.22,38.33577,38.33577,38.33577,633.9,633.9,633.9,678.7,678.7,678.7,12.3,-22.63,3.75,20.3,0.141,0,0.14,0,0.91,0.87,5788,0.762153,-0.338,,,,19.4635,43.0747,-30.7,3.2887,3,0,0.655,1.542,-2.16,-0.14,-0.02,0.32,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,26.25,2.49,1.71,4.25,3.25,23.78681,23.78682,23.78682,562.6,562.6,562.6,612.9,612.9,612.9,44.8,-22.62,4.73,29.02,0.179,0,0.18,0,0.91,0.87,5788,0.762153,-0.338,,,,19.4635,43.0747,-30.2,2.5904,3,0,0.655,1.542,-2.07,-0.11,0.92,0.31,0.28,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.45,1.16,0.92,1.07,1.11,640.6149,640.615,640.6151,1281.7,1281.7,1281.7,1316.9,1316.9,1316.9,1.3,-24.56,2.21,1.63,0.026,0,0.03,0,0.79,0.81,5208,0.433056,-0.051,,,,18.8312,43.8899,-33.8,16.661,2,0,0.51,1.224,-2.36,-0.17,-1.13,0.28,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,10.64,2.02,1.3,2.62,2.3,22.41373,22.41373,22.41374,554.3,554.3,554.3,599.6,599.6,599.6,13.8,-22.1,3.83,20.73,0.139,0,0.14,0,0.79,0.81,5208,0.433056,-0.051,,,,18.8312,43.8899,-30.1,3.1059,2,0,0.51,1.224,-2.04,-0.13,0.16,0.33,0.31,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.35,1.14,0.91,1.04,1.09,25.72135,25.72135,25.72136,573.7,573.7,573.7,608.6,608.6,608.6,1.2,-21.01,2.17,3.89,0.04,0,0.04,0,0.48,0.47,3788,0.041154,-0.28,,,151,19.9102,43.955,-30.3,6.2916,5,1,0.165,0.423,-1.97,-0.17,-0.85,0.32,0.34,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.37,1.34,0.97,1.31,1.33,11.05997,11.05997,11.05997,464.6,464.6,464.6,502.2,502.2,502.2,2.3,-20.44,2.55,7.27,0.061,0,0.06,0,0.48,0.47,3788,0.041154,-0.28,,,151,19.9102,43.955,-29.4,4.1244,5,1,0.165,0.423,-1.81,-0.16,-0.54,0.35,0.4,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.99,1.56,1.06,1.65,1.6,4.969708,4.969709,4.969709,380.4,380.4,380.4,420.5,420.5,420.5,4.2,-19.89,2.96,13.34,0.091,0,0.09,0,0.48,0.47,3788,0.041154,-0.28,,,151,19.9102,43.955,-28.5,2.7644,5,1,0.165,0.423,-1.58,-0.15,-0.14,0.39,0.51,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.3,1.33,0.97,1.29,1.31,2.473058,2.473058,2.473058,319.5,319.5,319.5,356.9,356.9,356.9,2.2,-18.79,2.53,22.41,0.129,0,0.13,0,0.48,0.47,3788,0.041154,-0.28,,,151,19.9102,43.955,-27.7,1.95,5,1,0.165,0.423,-1.28,-0.16,-0.31,0.43,0.68,0,0
Warm,Terran,rocky-iron,metals-rich,psychroplanet,1.23,1.11,0.9,1,1.05,0.3247235,0.3247235,0.3247235,192.3,192.3,192.3,226.7,226.7,226.7,1.1,-16.17,2.11,129.95,0.356,0,0.36,0,0.48,0.47,3788,0.041154,-0.28,,,151,19.9102,43.955,-25.5,0.7066,5,1,0.165,0.423,0.48,-0.17,-0.26,0.63,0.64,0,1
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.81,1.41,1,1.41,1.41,595.8102,595.8103,595.8104,1258.7,1258.7,1258.7,1297.1,1297.1,1297.1,2.8,-24.9,2.68,4.94,0.059,0,0.06,0,0.85,1.29,6105,2.074016,-0.345,,,,19.9864,44.0893,-33.7,11.6721,2,0,1.06,2.477,-2.41,-0.16,-0.96,0.28,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.27,1.68,1.11,1.87,1.77,1496.491,1496.491,1496.491,1584.6,1584.6,1584.6,1626.1,1626.1,1626.1,5.9,-26.28,3.19,2.06,0.032,0,0.03,0,1.03,1.14,6021,1.532407,0.1,,,,18.752,44.3155,-34.7,19.0731,2,0,0.915,2.144,-2.44,-0.15,-0.87,0.28,0.27,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.65,1.21,0.93,1.12,1.17,48.94561,48.94561,48.94562,673.9,673.9,673.9,709.7,709.7,709.7,1.5,-21.83,2.3,10.4,0.088,0,0.09,0,0.79,0.75,5235,0.379035,-0.134,,,,19.171,44.305,-31,4.5431,2,0,0.477,1.142,-2.17,-0.17,-0.86,0.3,0.32,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,21.25,2.37,1.59,3.77,2.99,20.19472,20.19473,20.19473,540.1,540.1,540.1,589.1,589.1,589.1,33.7,-22.34,4.51,20.13,0.137,0,0.14,0,0.79,0.75,5235,0.379035,-0.134,,,,19.171,44.305,-30,2.9177,2,0,0.477,1.142,-2.02,-0.12,0.76,0.32,0.3,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.99,1.56,1.06,1.65,1.6,433.6612,433.6612,433.6613,1162.6,1162.6,1162.6,1202.8,1202.8,1202.8,4.2,-24.76,2.96,2.02,0.03,0,0.03,0,0.84,0.8,5106,0.390295,0.009,,,,19.2389,44.7338,-33.4,14.2478,2,0,0.487,1.172,-2.33,-0.15,-0.82,0.29,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.14,1.46,1.02,1.48,1.47,192.7383,192.7383,192.7384,949.3,949.3,949.3,988.2,988.2,988.2,3.2,-23.73,2.77,3.76,0.045,0,0.04,0,0.84,0.8,5106,0.390295,0.009,,,,19.2389,44.7338,-32.5,9.4849,2,0,0.487,1.172,-2.29,-0.16,-0.81,0.29,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.37,1.34,0.97,1.31,1.33,57.58363,57.58364,57.58364,701.8,701.8,701.8,739.4,739.4,739.4,2.3,-22.24,2.55,9.94,0.087,0,0.09,0,0.85,0.79,5282,0.435851,0.006,,,,19.4122,45.3232,-31.2,4.8406,2,0,0.51,1.219,-2.19,-0.16,-0.76,0.3,0.31,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.73,1.86,1.2,2.24,2.04,26.60221,26.60221,26.60221,578.6,578.6,578.6,622.1,622.1,622.1,9.3,-22.11,3.53,17.74,0.128,0,0.13,0,0.85,0.79,5282,0.435851,0.006,,,,19.4122,45.3232,-30.3,3.2895,2,0,0.51,1.219,-2.08,-0.14,-0.09,0.32,0.31,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,21.7,2.39,1.6,3.81,3.02,170.0827,170.0827,170.0828,920,920,920,969.2,969.2,969.2,34.7,-24.67,4.53,11.39,0.106,0,0.11,0,1.23,1.15,6335,1.91105,-0.011,,,,19.7666,46.5772,-32.3,5.7841,2,0,1.003,2.334,-2.35,-0.12,0.19,0.3,0.24,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.59,1.51,1.04,1.57,1.54,1253.067,1253.067,1253.067,1515.8,1515.8,1515.8,1555.4,1555.4,1555.4,3.7,-25.86,2.87,2.09,0.032,0,0.03,0,1,1.02,6089,1.28314,-0.298,,,,19.4648,47.8642,-34.5,17.0495,3,0,0.834,1.951,-2.44,-0.15,-0.96,0.28,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,22.16,2.4,1.61,3.86,3.04,16.96715,16.96715,16.96715,517.1,517.1,517.1,566.4,566.4,566.4,35.7,-22.17,4.56,52.81,0.275,0,0.28,0,1,1.02,6089,1.28314,-0.298,,,,19.4648,47.8642,-29.8,1.9767,3,0,0.834,1.951,-2,-0.12,0.86,0.31,0.31,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,10.88,2.03,1.31,2.65,2.32,74.24726,74.24728,74.24728,747.9,747.9,747.9,793.2,793.2,793.2,14.2,-23.41,3.85,8.31,0.077,0,0.08,0,0.88,0.78,5329,0.440212,-0.052,,,,19.2081,47.9667,-31.4,5.4004,2,0,0.511,1.22,-2.22,-0.13,-0.09,0.31,0.27,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.88,1.55,1.05,1.63,1.59,11.34304,11.34304,11.34304,467.5,467.5,467.5,507.6,507.6,507.6,4.1,-20.77,2.94,34.1,0.197,0,0.2,0,0.88,0.78,5329,0.440212,-0.052,,,,19.2081,47.9667,-29.4,2.1101,2,0,0.511,1.22,-1.89,-0.15,-0.31,0.34,0.39,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.48,1.9,1.23,2.34,2.11,19.82042,19.82043,19.82043,537.6,537.6,537.6,581.6,581.6,581.6,10.4,-21.84,3.62,20.74,0.138,0,0.14,0,0.82,0.78,5128,0.37746,0.071,,,,18.9979,42.0792,-30,3.0125,2,0,0.478,1.15,-2.01,-0.14,0.03,0.33,0.32,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,16.46,2.24,1.46,3.28,2.71,6.553128,6.553128,6.553129,407.6,407.6,407.6,455.2,455.2,455.2,24.1,-20.98,4.26,47.43,0.24,0,0.24,0,0.82,0.78,5128,0.37746,0.071,,,,18.9979,42.0792,-28.8,1.732,2,0,0.478,1.15,-1.71,-0.12,0.87,0.34,0.41,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.92,1.02,0.87,0.89,0.95,406.2432,406.2432,406.2433,1143.8,1143.8,1143.8,1176.9,1176.9,1176.9,0.8,-23.77,1.94,5.6,0.06,0,0.06,0,0.92,1.12,6004,1.462476,-0.533,,,,19.6818,50.559,-33.3,9.9603,4,0,0.895,2.097,-2.39,-0.17,-1.19,0.27,0.3,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.75,1.23,0.94,1.15,1.19,180.5525,180.5526,180.5526,933.9,933.9,933.9,970,970,970,1.6,-23.3,2.34,10.35,0.09,0,0.09,0,0.91,1.12,6004,1.462476,-0.533,,,,19.6818,50.559,-32.4,6.6356,4,0,0.895,2.097,-2.34,-0.16,-0.98,0.28,0.3,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.7,1.22,0.93,1.14,1.18,103.2749,103.2749,103.2749,812.2,812.2,812.2,848.1,848.1,848.1,1.6,-22.67,2.32,15.68,0.119,0,0.12,0,0.92,1.12,6004,1.462476,-0.533,,,,19.6818,50.559,-31.8,5.0173,4,0,0.895,2.097,-2.29,-0.17,-0.93,0.29,0.3,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.63,0.91,0.84,0.77,0.83,54.37521,54.37521,54.37522,691.8,691.8,691.8,723.1,723.1,723.1,0.5,-21.32,1.72,25.21,0.164,0,0.16,0,0.93,1.12,6004,1.462476,-0.533,,,,19.6818,50.559,-31.1,3.64,4,0,0.895,2.097,-2.22,-0.18,-1.12,0.29,0.32,0,0
Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,25.16,2.46,1.68,4.14,3.2,11.40811,11.40811,11.40812,468.2,468.2,468.2,518.2,518.2,518.2,42.3,-21.8,4.68,49.57,0.259,0,0.26,0,0.93,0.94,5574,0.765268,-0.14,,,,19.3782,38.691,-29.4,1.9342,2,0,0.664,1.575,-1.89,-0.11,1.13,0.31,0.34,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,13.26,2.13,1.38,2.93,2.5,128.75,128.75,128.75,858.2,858.2,858.2,904.6,904.6,904.6,18.2,-24.12,4.04,8.59,0.08,0,0.08,0,0.93,0.94,5678,0.824,-0.118,,,,18.9607,41.2375,-32,6.2649,2,0,0.685,1.619,-2.3,-0.13,-0.08,0.3,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.31,1.59,1.07,1.7,1.65,101.7284,101.7284,101.7284,809.1,809.1,809.1,849.7,849.7,849.7,4.6,-23.23,3.02,10.22,0.09,0,0.09,0,0.93,0.94,5678,0.824,-0.118,,,,18.9607,41.2375,-31.8,5.5682,2,0,0.685,1.619,-2.28,-0.15,-0.61,0.3,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,24.64,2.45,1.67,4.09,3.17,59.97181,59.97182,59.97182,709,709,709,758.9,758.9,758.9,41.1,-23.6,4.66,25.67,0.175,0,0.17,0,1.17,1.23,6065,1.836637,-0.279,,,,19.5751,41.2728,-31.2,3.7463,2,0,0.999,2.338,-2.23,-0.11,0.57,0.3,0.25,0,0
