,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
1780,Hot,Superterran,rocky-iron,metals-rich,non-habitable,22.59512,22.59513,22.59513,26.25,2.49,1.71,4.25,3.25,555.5,555.5,555.5,605.7,605.7,605.7,44.8,-22.56,4.73,43.13,0.23600000000000002,0.0,0.24,0.0,1.03,1.1,5835.0,1.258458,-0.311,4.18801899007337,12.249795918367347,614.4452976190478,19.3674,41.2448,-30.1,2.4841,4.0,0.0,0.8390000000000001,1.974,-2.06,-0.11,0.94,0.31,0.29,0.0,0.0
1781,Hot,Neptunian,gas,metals-rich,non-habitable,12.3668,12.3668,12.3668,3.28,2.59,0.19,0.49,1.13,477.8,477.8,477.8,879.9998278829605,883.6011474469306,889.4679288582904,0.6,-21.99,4.92,67.83,0.319,0.0,0.32,0.0,1.03,1.1,5835.0,1.258458,-0.311,4.18801899007337,12.249795918367347,614.4452976190478,19.3674,41.2448,-29.5,1.8377,4.0,0.0,0.8390000000000001,1.974,-1.92,2.42,-0.73,0.24,0.32,0.0,0.0
1782,Hot,Superterran,rocky-iron,metals-rich,non-habitable,226.4819,226.4819,226.482,25.7,2.48,1.69,4.19,3.22,988.3,988.3,988.3,1038.5,1038.5,1038.5,43.6,-25.07,4.71,6.62,0.071,0.0,0.07,0.0,0.99,1.03,5885.0,1.1416950000000001,0.106,4.18801899007337,12.249795918367347,614.4452976190478,19.6323,44.1669,-32.6,7.7369,2.0,0.0,0.797,1.8719999999999999,-2.35,-0.11,0.25,0.3,0.24,0.0,0.0
1783,Hot,Neptunian,gas,metals-rich,non-habitable,5.466607,5.466607,5.466608,11.68,3.89,0.2,0.77,1.73,389.6,389.6,389.6,879.9998278829605,883.6011474469306,889.4679288582904,2.3,-21.99,7.39,107.72,0.457,0.0,0.46,0.0,0.99,1.03,5885.0,1.1416950000000001,0.106,4.18801899007337,12.249795918367347,614.4452976190478,19.6323,44.1669,-28.6,1.2011,2.0,0.0,0.797,1.8719999999999999,-1.63,2.89,-0.03,0.23,0.36,0.0,0.0
1784,Hot,Superterran,rocky-iron,metals-rich,non-habitable,67.55927,67.55928,67.5593,9.95,1.98,1.28,2.53,2.24,730.4,730.4,730.4,775.3,775.3,775.3,12.7,-23.26,3.77,3.35,0.037000000000000005,0.0,0.04,0.0,0.56,0.56,4258.0,0.092489,0.027999999999999997,4.18801899007337,12.249795918367347,614.4452976190478,19.9887,47.1575,-31.3,8.0724,3.0,0.0,0.245,0.612,-2.13,-0.13,-0.13,0.32,0.28,0.0,0.0
1785,Hot,Superterran,rocky-iron,metals-rich,non-habitable,25.69129,25.69129,25.6913,13.26,2.13,1.38,2.93,2.5,573.6,573.6,573.6,620.0,620.0,620.0,18.2,-22.36,4.04,6.88,0.06,0.0,0.06,0.0,0.56,0.56,4258.0,0.092489,0.027999999999999997,4.18801899007337,12.249795918367347,614.4452976190478,19.9887,47.1575,-30.3,4.9754,3.0,0.0,0.245,0.612,-2.01,-0.13,0.29,0.33,0.3,0.0,0.0
1786,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,3.899842,3.899842,3.899843,17.55,2.27,1.49,3.39,2.78,358.0,358.0,358.0,406.0,406.0,406.0,26.2,-20.45,4.32,28.46,0.154,0.0,0.15,0.0,0.56,0.56,4258.0,0.092489,0.027999999999999997,4.18801899007337,12.249795918367347,614.4452976190478,19.9887,47.1575,-28.2,1.9380000000000002,3.0,0.0,0.245,0.612,-1.5,-0.12,1.11,0.35,0.5,0.0,0.0
1787,Hot,Superterran,gas,metals-rich,non-habitable,61.07343,61.07343,61.07344,3.1,2.54,0.19,0.48,1.11,712.2,712.2,712.2,879.9998278829605,883.6011474469306,889.4679288582904,0.6,-23.7,4.83,25.93,0.18,0.0,0.18,0.0,1.16,1.27,6081.0,1.978779,-0.114,4.18801899007337,12.249795918367347,614.4452976190478,19.4651,38.0551,-31.2,3.7607,2.0,0.0,1.036,2.424,-2.23,2.41,-0.93,0.23,0.25,0.0,0.0
1788,Hot,Neptunian,gas,metals-rich,non-habitable,12.94326,12.94326,12.94326,7.65,3.38,0.2,0.67,1.5,483.2,483.2,483.2,879.9998278829605,883.6011474469306,889.4679288582904,1.5,-22.63,6.43,83.45,0.391,0.0,0.39,0.0,1.15,1.27,6081.0,1.978779,-0.114,4.18801899007337,12.249795918367347,614.4452976190478,19.4651,38.0551,-29.5,1.7309999999999999,2.0,0.0,1.036,2.424,-1.93,2.68,-0.41,0.23,0.28,0.0,0.0
1789,Hot,Superterran,rocky-iron,metals-rich,non-habitable,259.7197,259.7197,259.7197,25.16,2.46,1.68,4.14,3.2,1022.8,1022.8,1022.8,1072.8,1072.8,1072.8,42.3,-25.21,4.68,5.33,0.061,0.0,0.06,0.0,0.98,0.96,5847.0,0.966417,0.02,4.18801899007337,12.249795918367347,614.4452976190478,19.3477,41.776,-32.8,8.3944,2.0,0.0,0.735,1.7280000000000002,-2.36,-0.11,0.2,0.3,0.24,0.0,0.0
1790,Hot,Superterran,rocky-iron,metals-rich,non-habitable,147.2972,147.2972,147.2972,5.4,1.69,1.12,1.89,1.79,887.6,887.6,887.6,929.2,929.2,929.2,6.0,-23.77,3.21,8.13,0.081,0.0,0.08,0.0,0.98,0.96,5847.0,0.966417,0.02,4.18801899007337,12.249795918367347,614.4452976190478,19.3477,41.776,-32.2,6.3192,2.0,0.0,0.735,1.7280000000000002,-2.32,-0.15,-0.57,0.29,0.28,0.0,0.0
1791,Hot,Superterran,rocky-iron,metals-rich,non-habitable,226.3206,226.3206,226.3206,10.4,2.0,1.29,2.59,2.28,988.2,988.2,988.2,1033.3,1033.3,1033.3,13.4,-24.61,3.81,11.48,0.107,0.0,0.11,0.0,1.24,1.46,6067.0,2.591145,-0.151,4.18801899007337,12.249795918367347,614.4452976190478,18.8133,44.4223,-32.6,7.2765,2.0,0.0,1.187,2.7769999999999997,-2.36,-0.13,-0.33,0.3,0.26,0.0,0.0
1792,Hot,Superterran,rocky-iron,metals-rich,non-habitable,79.97359,79.97359,79.97361,6.4,1.77,1.16,2.05,1.9,761.9,761.9,761.9,804.4,804.4,804.4,7.4,-23.2,3.36,25.26,0.18,0.0,0.18,0.0,1.22,1.46,6067.0,2.591145,-0.151,4.18801899007337,12.249795918367347,614.4452976190478,18.8133,44.4223,-31.5,4.3236,2.0,0.0,1.187,2.7769999999999997,-2.27,-0.14,-0.4,0.3,0.28,0.0,0.0
1793,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,206.2974,206.2974,206.2975,0.58,0.88,0.84,0.74,0.81,965.5,965.5,965.5,996.5,996.5,996.5,0.5,-22.72,1.68,5.22,0.055999999999999994,0.0,0.06,0.0,0.86,0.88,5524.0,0.646949,-0.951,4.18801899007337,12.249795918367347,614.4452976190478,18.8669,44.2842,-32.5,8.3819,3.0,0.0,0.613,1.454,-2.32,-0.18,-1.23,0.28,0.3,0.0,0.0
1794,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,128.3373,128.3374,128.3374,0.86,1.0,0.87,0.86,0.93,857.5,857.5,857.5,890.2,890.2,890.2,0.7,-22.46,1.89,7.41,0.071,0.0,0.07,0.0,0.87,0.88,5524.0,0.646949,-0.951,4.18801899007337,12.249795918367347,614.4452976190478,18.8669,44.2842,-32.0,6.6088,3.0,0.0,0.613,1.454,-2.29,-0.17,-1.12,0.28,0.3,0.0,0.0
1795,Hot,Subterran,rocky-iron,metals-rich,non-habitable,             ,             ,             ,0.23,0.66,0.79,0.52,0.59,754.328616269945,765.3643735286424,787.0141511901649,879.9998278829605,883.6011474469306,889.4679288582904,0.2,-23.631825334382377,1.26,5.25,10.77480166927491,0.0,10.74170057381325,0.0,0.9731187859759288,0.88,5524.0,0.646949,-0.06014540337711069,4.18801899007337,13.4,614.4452976190478,18.8669,44.2842,-30.396547214229663,6.976087276129377,3.0,0.0,0.613,1.454,120.02285377975412,-0.19,4.429553382663848,0.21608879492600425,0.2633656110965716,0.0,0.0
1796,Hot,Terran,rocky-iron,metals-rich,non-habitable,423.0662,423.0662,423.0663,2.97,1.43,1.01,1.44,1.44,1155.4,1155.4,1155.4,1194.1,1194.1,1194.1,3.0,-24.56,2.72,2.97,0.038,0.0,0.04,0.0,0.79,0.93,5297.0,0.610908,-0.161,4.18801899007337,12.249795918367347,614.4452976190478,19.9418,47.5938,-33.3,13.0707,3.0,0.0,0.603,1.442,-2.35,-0.16,-0.91,0.28,0.29,0.0,0.0
1797,Hot,Superterran,rocky-iron,metals-rich,non-habitable,164.1783,164.1783,164.1784,6.72,1.79,1.17,2.09,1.94,912.0,912.0,912.0,954.8,954.8,954.8,7.8,-24.01,3.41,6.06,0.061,0.0,0.06,0.0,0.79,0.93,5297.0,0.610908,-0.161,4.18801899007337,12.249795918367347,614.4452976190478,19.9418,47.5938,-32.3,8.1316,3.0,0.0,0.603,1.442,-2.29,-0.14,-0.49,0.3,0.27,0.0,0.0
1798,Hot,Superterran,rocky-iron,metals-rich,non-habitable,73.7722,73.77221,73.77221,16.81,2.25,1.47,3.32,2.73,746.7,746.7,746.7,794.4,794.4,794.4,24.8,-23.64,4.28,10.94,0.091,0.0,0.09,0.0,0.79,0.93,5297.0,0.610908,-0.161,4.18801899007337,12.249795918367347,614.4452976190478,19.9418,47.5938,-31.4,5.4483,3.0,0.0,0.603,1.442,-2.22,-0.12,0.2,0.31,0.26,0.0,0.0
1799,Hot,Terran,rocky-iron,metals-rich,non-habitable,430.7797,430.7798,430.7799,3.49,1.5,1.03,1.55,1.53,1160.7,1160.7,1160.7,1200.2,1200.2,1200.2,3.6,-24.68,2.85,2.94,0.037000000000000005,0.0,0.04,0.0,0.78,0.81,5626.0,0.589738,-0.478,4.18801899007337,12.249795918367347,614.4452976190478,19.4201,47.6978,-33.3,11.6868,2.0,0.0,0.5820000000000001,1.376,-2.37,-0.15,-0.86,0.28,0.28,0.0,0.0
1800,Hot,Superterran,rocky-iron,metals-rich,non-habitable,110.6657,110.6657,110.6657,9.95,1.98,1.28,2.53,2.24,826.3,826.3,826.3,871.2,871.2,871.2,12.7,-23.8,3.77,8.01,0.073,0.0,0.07,0.0,0.81,0.81,5626.0,0.589738,-0.478,4.18801899007337,12.249795918367347,614.4452976190478,19.4201,47.6978,-31.9,5.9158,2.0,0.0,0.5820000000000001,1.376,-2.28,-0.13,-0.22,0.3,0.27,0.0,0.0
1801,Hot,Terran,rocky-iron,metals-rich,non-habitable,118.0705,118.0705,118.0705,3.78,1.53,1.05,1.61,1.57,839.8,839.8,839.8,879.7,879.7,879.7,4.0,-23.31,2.92,11.63,0.10099999999999999,0.0,0.1,0.0,1.02,1.01,6023.0,1.204437,-0.188,4.18801899007337,12.249795918367347,614.4452976190478,19.5282,38.4773,-31.9,5.3311,2.0,0.0,0.8109999999999999,1.9,-2.3,-0.15,-0.68,0.29,0.29,0.0,0.0
1802,Hot,Superterran,rocky-iron,metals-rich,non-habitable,28.94168,28.94168,28.94169,7.38,1.84,1.19,2.19,2.0,590.9,590.9,590.9,634.2,634.2,634.2,8.8,-22.17,3.49,33.2,0.204,0.0,0.2,0.0,1.03,1.01,6023.0,1.204437,-0.188,4.18801899007337,12.249795918367347,614.4452976190478,19.5282,38.4773,-30.4,2.6387,2.0,0.0,0.8109999999999999,1.9,-2.12,-0.14,-0.14,0.32,0.31,0.0,0.0
1803,Hot,Superterran,rocky-iron,metals-rich,non-habitable,256.9971,256.9971,256.9972,19.94,2.34,1.55,3.64,2.92,1020.1,1020.1,1020.1,1068.8,1068.8,1068.8,31.0,-25.08,4.45,10.3,0.098,0.0,0.1,0.0,1.24,1.38,6165.0,2.4682,0.184,4.18801899007337,12.249795918367347,614.4452976190478,19.4986,38.5149,-32.8,7.5097,3.0,0.0,1.1520000000000001,2.6889999999999996,-2.37,-0.12,0.04,0.3,0.24,0.0,0.0
1804,Hot,Neptunian,gas,metals-rich,non-habitable,141.6552,141.6552,141.6552,7.65,3.38,0.2,0.67,1.5,878.9,878.9,878.9,879.9998278829605,883.6011474469306,889.4679288582904,1.5,-25.24,6.43,16.09,0.132,0.0,0.13,0.0,1.24,1.38,6165.0,2.4682,0.184,4.18801899007337,12.249795918367347,614.4452976190478,19.4986,38.5149,-32.1,5.5736,3.0,0.0,1.1520000000000001,2.6889999999999996,-2.33,2.68,-0.75,0.22,0.2,0.0,0.0
1805,Hot,Neptunian,gas,metals-rich,non-habitable,49.19085,49.19085,49.19086,7.27,3.33,0.2,0.66,1.48,674.7,674.7,674.7,879.9998278829605,883.6011474469306,889.4679288582904,1.4,-24.05,6.32,35.68,0.22399999999999998,0.0,0.22,0.0,1.24,1.38,6165.0,2.4682,0.184,4.18801899007337,12.249795918367347,614.4452976190478,19.4986,38.5149,-31.0,3.2836,3.0,0.0,1.1520000000000001,2.6889999999999996,-2.21,2.66,-0.63,0.22,0.22,0.0,0.0
1806,Hot,Neptunian,gas,metals-rich,non-habitable,65.24474,65.24475,65.24476,4.57,2.87,0.19,0.56,1.26,724.1,724.1,724.1,879.9998278829605,883.6011474469306,889.4679288582904,0.9,-24.03,5.45,14.13,0.11900000000000001,0.0,0.12,0.0,0.96,0.95,5812.0,0.923931,0.012,4.18801899007337,12.249795918367347,614.4452976190478,19.5711,39.0364,-31.3,4.2553,3.0,0.0,0.72,1.695,-2.23,2.5,-0.82,0.22,0.23,0.0,0.0
1807,Hot,Neptunian,water-gas,metals-rich,non-habitable,24.52877,24.52877,24.52878,14.31,2.9,0.59,1.7,2.22,567.0,567.0,567.0,610.1,610.1,610.1,8.4,-22.99,5.51,31.88,0.1941,0.0,0.19,0.0,0.96,0.95,5812.0,0.923931,0.012,4.18801899007337,12.249795918367347,614.4452976190478,19.5711,39.0364,-30.2,2.6088,3.0,0.0,0.72,1.695,-2.08,1.03,0.07,0.3,0.26,0.0,0.0
1808,Hot,Neptunian,rocky-water,metals-rich,non-habitable,13.96431,13.96431,13.96431,13.99,2.8,0.64,1.78,2.24,492.5,492.5,492.5,535.9,535.9,535.9,8.9,-22.3,5.32,48.65,0.2572,0.0,0.26,0.0,0.96,0.95,5812.0,0.923931,0.012,4.18801899007337,12.249795918367347,614.4452976190478,19.5711,39.0364,-29.6,1.9683,3.0,0.0,0.72,1.695,-1.95,0.9,0.22,0.32,0.3,0.0,0.0
1809,Hot,Neptunian,rocky-iron,hydrogen-rich,non-habitable,200.4282,200.4282,200.4283,89.02,2.92,3.56,10.42,5.52,958.6,958.6,958.6,1017.2,1017.2,1017.2,317.3,-25.3,5.56,17.32,0.1388,0.0,0.14,0.0,1.19,1.65,6306.0,3.862545,-0.315,4.18801899007337,13.4,614.4452976190478,19.1056,39.0772,-32.5,6.3373,2.0,0.0,1.4280000000000002,3.326,-2.36,-0.26,1.72,0.25,0.22,0.0,0.0
1810,Hot,Neptunian,rocky-water,hydrogen-rich,non-habitable,84.85925,84.85926,84.85928,66.77,3.36,1.76,5.91,4.46,773.2,773.2,773.2,827.7,827.7,827.7,117.5,-24.66,6.39,33.01,0.2133,0.0,0.21,0.0,1.19,1.65,6306.0,3.862545,-0.315,4.18801899007337,13.4,614.4452976190478,19.1056,39.0772,-31.6,4.1224,2.0,0.0,1.4280000000000002,3.326,-2.28,0.37,1.37,0.27,0.21,0.0,0.0
1811,Hot,Neptunian,gas,metals-rich,non-habitable,103.8351,112.3937,121.8573,19.12,4.58,0.2,0.91,2.04,813.3,829.3,846.5,879.9998278829605,883.6011474469306,889.4679288582904,3.8,-25.65,8.71,30.16,0.207,0.04,0.21,0.0,1.3,2.94,4991.0,4.812101,0.42200000000000004,4.18801899007337,12.249795918367347,614.4452976190478,19.3405,38.7022,-31.9,7.5805,2.0,0.0,1.719,4.157,-2.24,3.22,-0.36,0.2,0.17,0.0,0.0
1812,Hot,Neptunian,gas,metals-rich,non-habitable,24.42496,64.72227,231.8718,7.12,3.3,0.2,0.65,1.47,566.4,683.8,994.2,879.9998278829605,883.6011474469306,889.4679288582904,1.4,-24.49,6.28,51.09,0.294,0.51,0.25,0.0,1.3,2.94,4991.0,4.812101,0.42200000000000004,4.18801899007337,12.249795918367347,614.4452976190478,19.3405,38.7022,-31.4,6.1985,2.0,0.0,1.719,4.157,-2.16,2.65,-0.69,0.22,0.22,0.0,0.0
1813,Hot,Neptunian,gas,metals-rich,non-habitable,213.8977,213.8978,213.8978,9.4,3.62,0.2,0.72,1.61,974.3,974.3,974.3,879.9998278829605,883.6011474469306,889.4679288582904,1.9,-25.83,6.88,12.31,0.11199999999999999,0.0,0.11,0.0,1.23,1.27,6562.0,2.683133,-0.57,4.18801899007337,13.7,614.4452976190478,19.1594,42.195,-32.6,6.0457,3.0,0.0,1.173,2.72,-2.37,2.78,-0.73,0.21,0.19,0.0,0.0
1814,Hot,Neptunian,water-gas,metals-rich,non-habitable,49.85012,49.85013,49.85014,54.37,4.31,0.68,2.92,3.55,677.0,677.0,677.0,726.4,726.4,726.4,36.9,-24.63,8.2,35.74,0.23199999999999998,0.0,0.23,0.0,1.23,1.27,6562.0,2.683133,-0.57,4.18801899007337,13.7,614.4452976190478,19.1594,42.195,-31.0,2.9176,3.0,0.0,1.173,2.72,-2.22,1.63,0.91,0.26,0.19,0.0,0.0
1815,Hot,Neptunian,rocky-water,hydrogen-rich,non-habitable,28.41669,28.4167,28.41671,41.33,3.1,1.38,4.29,3.65,588.2,588.2,588.2,639.5,639.5,639.5,57.2,-23.3,5.9,54.41,0.3073,0.0,0.31,0.0,1.23,1.27,6562.0,2.683133,-0.57,4.18801899007337,13.7,614.4452976190478,19.1594,42.195,-30.4,2.2027,3.0,0.0,1.173,2.72,-2.12,0.37,1.18,0.29,0.25,0.0,0.0
1816,Hot,Terran,rocky-iron,metals-rich,non-habitable,755.488,755.488,755.4882,3.05,1.44,1.01,1.46,1.45,1335.7,1335.7,1335.7,1374.5,1374.5,1374.5,3.1,-25.21,2.75,2.14,0.032,0.0,0.03,0.0,0.91,0.89,5744.0,0.77362,-0.16899999999999998,4.18801899007337,12.249795918367347,614.4452976190478,19.426,42.1806,-34.0,14.8634,2.0,0.0,0.6609999999999999,1.56,-2.4,-0.16,-0.96,0.28,0.28,0.0,0.0
1817,Hot,Superterran,rocky-iron,metals-rich,non-habitable,246.69,246.69,246.69,10.4,2.0,1.29,2.59,2.28,1009.7,1009.7,1009.7,1054.8,1054.8,1054.8,13.4,-24.7,3.81,4.81,0.055999999999999994,0.0,0.06,0.0,0.91,0.89,5744.0,0.77362,-0.16899999999999998,4.18801899007337,12.249795918367347,614.4452976190478,19.426,42.1806,-32.7,8.4773,2.0,0.0,0.6609999999999999,1.56,-2.35,-0.13,-0.34,0.3,0.26,0.0,0.0
1818,Hot,Neptunian,gas,metals-rich,non-habitable,56.95057,56.95058,56.95058,4.34,2.82,0.19,0.55,1.24,699.9,699.9,699.9,879.9998278829605,883.6011474469306,889.4679288582904,0.8,-23.85,5.37,14.65,0.11699999999999999,0.0,0.12,0.0,0.98,0.9,5723.0,0.779596,0.012,4.18801899007337,12.249795918367347,614.4452976190478,19.6072,44.7707,-31.1,4.1002,2.0,0.0,0.665,1.569,-2.21,2.48,-0.82,0.23,0.24,0.0,0.0
1819,Hot,Neptunian,gas,metals-rich,non-habitable,16.86526,16.86526,16.86526,29.72,5.31,0.2,1.05,2.37,516.3,516.3,516.3,879.9998278829605,883.6011474469306,889.4679288582904,5.9,-23.9,10.1,36.34,0.215,0.0,0.21,0.0,0.98,0.9,5723.0,0.779596,0.012,4.18801899007337,12.249795918367347,614.4452976190478,19.6072,44.7707,-29.8,2.231,2.0,0.0,0.665,1.569,-2.0,3.58,0.28,0.2,0.21,0.0,0.0
1820,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,162.2677,162.2677,162.2677,0.89,1.01,0.87,0.88,0.94,909.3,909.3,909.3,942.2,942.2,942.2,0.8,-22.74,1.92,9.22,0.08199999999999999,0.0,0.08,0.0,1.09,1.01,5876.0,1.0910879999999998,-0.374,4.18801899007337,15.2,614.4452976190478,17.9786,44.7975,-32.3,6.5676,4.0,0.0,0.779,1.831,-2.33,-0.17,-1.13,0.28,0.3,0.0,0.0
1821,Hot,Terran,rocky-iron,metals-rich,non-habitable,97.10641,97.10641,97.10644,1.59,1.2,0.93,1.11,1.15,799.8,799.8,799.8,835.4,835.4,835.4,1.5,-22.56,2.28,13.64,0.106,0.0,0.11,0.0,1.09,1.01,5876.0,1.0910879999999998,-0.374,4.18801899007337,15.2,614.4452976190478,17.9786,44.7975,-31.7,5.0794,4.0,0.0,0.779,1.831,-2.28,-0.17,-0.94,0.29,0.3,0.0,0.0
1822,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,37.19466,37.19466,37.19466,64.86,2.46,4.34,10.68,5.13,629.2,629.2,629.2,687.3,687.3,687.3,281.2,-23.09,4.68,24.81,0.1713,0.0,0.17,0.0,1.09,1.01,5876.0,1.0910879999999998,-0.374,4.18801899007337,15.2,614.4452976190478,17.9786,44.7975,-30.7,3.1430000000000002,4.0,0.0,0.779,1.831,-2.16,-0.64,2.22,0.24,0.27,0.0,0.0
1823,Hot,Neptunian,rocky-water,hydrogen-rich,non-habitable,17.14235,17.14236,17.14236,61.04,3.1,2.04,6.34,4.44,518.4,518.4,518.4,573.1,573.1,573.1,124.8,-22.74,5.9,44.35,0.2523,0.0,0.25,0.0,1.09,1.01,5876.0,1.0910879999999998,-0.374,4.18801899007337,15.2,614.4452976190478,17.9786,44.7975,-29.8,2.1336,4.0,0.0,0.779,1.831,-2.0,0.12,2.04,0.26,0.27,0.0,0.0
1824,Hot,Superterran,rocky-iron,metals-rich,non-habitable,15.53704,15.53704,15.53704,13.26,2.13,1.38,2.93,2.5,505.8,505.8,505.8,552.2,552.2,552.2,18.2,-21.81,4.04,11.01,0.08199999999999999,0.0,0.08,0.0,0.61,0.57,4351.0,0.10447100000000001,-0.26,4.18801899007337,12.249795918367347,534.0,19.5742,47.839,-29.7,3.7051,2.0,1.0,0.26,0.6459999999999999,-1.92,-0.13,0.42,0.34,0.33,0.0,0.0
1825,Warm,Superterran,rocky-iron,metals-rich,mesoplanet,0.898436,0.8984361,0.8984361,7.04,1.81,1.18,2.14,1.97,248.0,248.0,248.0,291.1,291.1,291.1,8.3,-18.36,3.45,92.74,0.341,0.0,0.34,0.0,0.62,0.57,4351.0,0.10447100000000001,-0.26,4.18801899007337,12.249795918367347,534.0,19.5742,47.839,-26.6,0.8908,2.0,1.0,0.26,0.6459999999999999,-0.58,-0.14,0.69,0.52,0.79,0.0,1.0
1826,Hot,Superterran,rocky-iron,metals-rich,non-habitable,54.09936,54.09937,54.09938,16.46,2.24,1.46,3.28,2.71,690.9,690.9,690.9,738.6,738.6,738.6,24.1,-23.29,4.26,12.7,0.10400000000000001,0.0,0.1,0.0,0.93,0.81,5615.0,0.5851390000000001,-0.145,4.18801899007337,12.249795918367347,614.4452976190478,19.5431,47.7296,-31.1,4.1515,2.0,0.0,0.58,1.3719999999999999,-2.2,-0.12,0.26,0.31,0.27,0.0,0.0
1827,Hot,Neptunian,gas,metals-rich,non-habitable,12.89733,12.89733,12.89733,3.38,2.61,0.19,0.5,1.14,482.8,482.8,482.8,879.9998278829605,883.6011474469306,889.4679288582904,0.6,-22.06,4.96,37.51,0.213,0.0,0.21,0.0,0.92,0.81,5615.0,0.5851390000000001,-0.145,4.18801899007337,12.249795918367347,614.4452976190478,19.5431,47.7296,-29.5,2.0267,2.0,0.0,0.58,1.3719999999999999,-1.93,2.42,-0.73,0.24,0.32,0.0,0.0
1828,Hot,Terran,rocky-iron,metals-rich,non-habitable,389.3722,389.3723,389.3723,2.37,1.34,0.97,1.31,1.33,1131.7,1131.7,1131.7,1169.3,1169.3,1169.3,2.3,-24.33,2.55,2.63,0.036000000000000004,0.0,0.04,0.0,0.85,0.81,5411.0,0.504626,-0.063,4.18801899007337,12.249795918367347,614.4452976190478,19.4261,48.0656,-33.2,12.0126,2.0,0.0,0.545,1.297,-2.35,-0.16,-0.97,0.28,0.29,0.0,0.0
1829,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,123.1998,123.1998,123.1998,1.27,1.12,0.9,1.01,1.06,848.8,848.8,848.8,883.4,883.4,883.4,1.1,-22.67,2.13,6.19,0.064,0.0,0.06,0.0,0.85,0.81,5411.0,0.504626,-0.063,4.18801899007337,12.249795918367347,614.4452976190478,19.4261,48.0656,-32.0,6.7486,2.0,0.0,0.545,1.297,-2.28,-0.17,-1.02,0.29,0.3,0.0,0.0
1830,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,882.462,882.462,882.4621,1.81,1.24,0.94,1.17,1.21,1388.6,1388.6,1388.6,1424.8,1424.8,1424.8,1.7,-25.05,2.36,1.8,0.027000000000000003,0.0,0.03,0.0,0.81,0.86,5580.0,0.643315,-0.165,4.18801899007337,12.249795918367347,614.4452976190478,19.3784,48.2943,-34.1,17.0371,4.0,0.0,0.609,1.443,-2.4,-0.16,-1.1,0.27,0.29,0.0,0.0
1831,Hot,Terran,rocky-iron,metals-rich,non-habitable,364.6909,364.6909,364.691,2.51,1.37,0.98,1.34,1.35,1113.3,1113.3,1113.3,1151.2,1151.2,1151.2,2.5,-24.29,2.6,3.47,0.042,0.0,0.04,0.0,0.82,0.86,5580.0,0.643315,-0.165,4.18801899007337,12.249795918367347,614.4452976190478,19.3784,48.2943,-33.2,10.9286,4.0,0.0,0.609,1.443,-2.36,-0.16,-0.94,0.28,0.29,0.0,0.0
1832,Hot,Terran,rocky-iron,metals-rich,non-habitable,172.8876,172.8876,172.8876,2.3,1.33,0.97,1.29,1.31,923.8,923.8,923.8,961.3,961.3,961.3,2.2,-23.42,2.53,5.91,0.061,0.0,0.06,0.0,0.87,0.86,5580.0,0.643315,-0.165,4.18801899007337,12.249795918367347,614.4452976190478,19.3784,48.2943,-32.4,7.5186,4.0,0.0,0.609,1.443,-2.31,-0.16,-0.89,0.29,0.29,0.0,0.0
1833,Hot,Superterran,rocky-iron,metals-rich,non-habitable,20.76817,20.76817,20.76817,6.4,1.77,1.16,2.05,1.9,543.9,543.9,543.9,586.4,586.4,586.4,7.4,-21.73,3.36,29.22,0.17600000000000002,0.0,0.18,0.0,0.85,0.86,5580.0,0.643315,-0.165,4.18801899007337,12.249795918367347,614.4452976190478,19.3784,48.2943,-30.0,2.6042,4.0,0.0,0.609,1.443,-2.04,-0.14,-0.15,0.33,0.33,0.0,0.0
1834,Hot,Superterran,rocky-iron,metals-rich,non-habitable,51.44419,51.4442,51.44422,19.52,2.33,1.54,3.6,2.89,682.3,682.3,682.3,730.9,730.9,730.9,30.1,-23.32,4.43,20.34,0.145,0.0,0.14,0.0,0.98,1.03,5806.0,1.0816139999999999,-0.077,4.18801899007337,12.249795918367347,614.4452976190478,19.3952,48.4436,-31.0,3.7862,2.0,0.0,0.779,1.834,-2.2,-0.12,0.41,0.31,0.26,0.0,0.0
